"sampleNum","varName","value"
1,"beta[1,1]",-5.87450533128525
2,"beta[1,1]",-1.1239397739251
3,"beta[1,1]",1.39716555963258
4,"beta[1,1]",-1.46442065338885
5,"beta[1,1]",-2.3810186903037
6,"beta[1,1]",1.24311483065437
7,"beta[1,1]",-4.39381438200954
8,"beta[1,1]",1.47811801434108
9,"beta[1,1]",-1.26393133974067
10,"beta[1,1]",-0.165601210849004
11,"beta[1,1]",2.39401385315787
12,"beta[1,1]",-6.20672720489224
13,"beta[1,1]",-5.86962461081147
14,"beta[1,1]",-2.23236339086057
15,"beta[1,1]",-3.84485659080333
16,"beta[1,1]",-1.53533141178551
17,"beta[1,1]",-3.68811310729923
18,"beta[1,1]",-1.16751296076296
19,"beta[1,1]",-2.88847473629518
20,"beta[1,1]",-1.08549751011749
21,"beta[1,1]",-0.692903909888945
22,"beta[1,1]",-3.39900112286726
23,"beta[1,1]",-3.45402677064025
24,"beta[1,1]",0.986567357278865
25,"beta[1,1]",-6.45083285416987
26,"beta[1,1]",-6.46112973699798
27,"beta[1,1]",-6.10187866739941
28,"beta[1,1]",-0.518445307206047
29,"beta[1,1]",-3.63932302810471
30,"beta[1,1]",-1.37578129151205
31,"beta[1,1]",-1.40809132088513
32,"beta[1,1]",-3.81031357415245
33,"beta[1,1]",-4.33705485439063
34,"beta[1,1]",-7.27962322616818
35,"beta[1,1]",-2.38989732581029
36,"beta[1,1]",-0.027886445950572
37,"beta[1,1]",0.31856008714139
38,"beta[1,1]",0.619880850292607
39,"beta[1,1]",2.05814644623038
40,"beta[1,1]",-2.37277509994187
41,"beta[1,1]",-1.82494347771043
42,"beta[1,1]",1.2482090085981
43,"beta[1,1]",-5.67317061028492
44,"beta[1,1]",-3.78969025542376
45,"beta[1,1]",-2.36469620573047
46,"beta[1,1]",-5.0578960741128
47,"beta[1,1]",3.03777901587529
48,"beta[1,1]",2.98072433062988
49,"beta[1,1]",0.862292427914616
50,"beta[1,1]",-4.59830331761909
51,"beta[1,1]",3.83560413099735
52,"beta[1,1]",0.0247828079634333
53,"beta[1,1]",-0.696337836529845
54,"beta[1,1]",-0.497761697369206
55,"beta[1,1]",4.11961753104842
56,"beta[1,1]",0.631544092689534
57,"beta[1,1]",4.94312116902619
58,"beta[1,1]",5.09238983539824
59,"beta[1,1]",3.53076798680063
60,"beta[1,1]",-1.18621626182602
61,"beta[1,1]",-4.22134382712551
62,"beta[1,1]",0.665354912536904
63,"beta[1,1]",-3.17888761027901
64,"beta[1,1]",-0.161551678454281
65,"beta[1,1]",-3.84265949708501
66,"beta[1,1]",-3.84179556756766
67,"beta[1,1]",0.0223823415342786
68,"beta[1,1]",-3.91382060724937
69,"beta[1,1]",-0.362186153156024
70,"beta[1,1]",2.24783924013782
71,"beta[1,1]",-2.98275051534819
72,"beta[1,1]",-5.59097335976162
73,"beta[1,1]",-0.544288393236105
74,"beta[1,1]",-1.07726176007719
75,"beta[1,1]",-0.416571923720457
76,"beta[1,1]",-2.08878133735286
77,"beta[1,1]",1.57963030822272
78,"beta[1,1]",-0.945104708210156
79,"beta[1,1]",-5.30670406737528
80,"beta[1,1]",-1.25915600245278
81,"beta[1,1]",-7.88620249233606
82,"beta[1,1]",-2.4016781039154
83,"beta[1,1]",-4.42100271006721
84,"beta[1,1]",-1.65782840714201
85,"beta[1,1]",0.17733853256182
86,"beta[1,1]",-0.920848647381149
87,"beta[1,1]",-4.47445156672703
88,"beta[1,1]",-2.51909458797739
89,"beta[1,1]",-2.22667508630704
90,"beta[1,1]",-1.61746425640316
91,"beta[1,1]",-3.79404523531508
92,"beta[1,1]",-4.02060955043399
93,"beta[1,1]",-3.58659528145091
94,"beta[1,1]",-3.04119161635761
95,"beta[1,1]",-1.75944950329171
96,"beta[1,1]",-2.35234106882814
97,"beta[1,1]",3.35397160241297
98,"beta[1,1]",-4.97667885317755
99,"beta[1,1]",-4.70903906772001
100,"beta[1,1]",-3.78542088105029
101,"beta[1,1]",0.434321267820539
102,"beta[1,1]",-5.17009233840754
103,"beta[1,1]",-3.19937480072913
104,"beta[1,1]",-3.37173223004292
105,"beta[1,1]",-3.64812745949272
106,"beta[1,1]",-1.32335879290676
107,"beta[1,1]",-1.45788096930315
108,"beta[1,1]",-0.849171730625994
109,"beta[1,1]",-4.26924925015176
110,"beta[1,1]",-0.769331349359615
111,"beta[1,1]",0.885691308774497
112,"beta[1,1]",-4.58745660136957
113,"beta[1,1]",-3.0064768516272
114,"beta[1,1]",-1.45668906038944
115,"beta[1,1]",-1.37559463542396
116,"beta[1,1]",-5.19199904450757
117,"beta[1,1]",-8.42017772246815
118,"beta[1,1]",-6.72109730262239
119,"beta[1,1]",-7.83424269417544
120,"beta[1,1]",-1.9890828187695
121,"beta[1,1]",1.04194770589046
122,"beta[1,1]",-0.923598210024309
123,"beta[1,1]",-3.41662807265526
124,"beta[1,1]",2.16801568948921
125,"beta[1,1]",1.10809789498414
126,"beta[1,1]",2.44682471071524
127,"beta[1,1]",-1.88186067716196
128,"beta[1,1]",-1.13994985052686
129,"beta[1,1]",-1.36039184474898
130,"beta[1,1]",-3.56568570613959
131,"beta[1,1]",-7.08037467807197
132,"beta[1,1]",0.181739632481329
133,"beta[1,1]",-1.60994832649222
134,"beta[1,1]",1.0883656478356
135,"beta[1,1]",-1.04737138669687
136,"beta[1,1]",-1.54145226553555
137,"beta[1,1]",-3.55005096665764
138,"beta[1,1]",2.26927694606156
139,"beta[1,1]",1.74599164326694
140,"beta[1,1]",-3.48966790242695
141,"beta[1,1]",-2.44339506251104
142,"beta[1,1]",-1.81529328681041
143,"beta[1,1]",-1.23297156039503
144,"beta[1,1]",-3.31710393097466
145,"beta[1,1]",-0.894802414277135
146,"beta[1,1]",-0.610622966932783
147,"beta[1,1]",-4.49652489964654
148,"beta[1,1]",3.57640187125312
149,"beta[1,1]",-7.12973337169669
150,"beta[1,1]",1.00208663822619
151,"beta[1,1]",-5.31115552615809
152,"beta[1,1]",-9.33369793001101
153,"beta[1,1]",4.93850919371572
154,"beta[1,1]",0.445860713762642
155,"beta[1,1]",1.96235149907618
156,"beta[1,1]",2.11093870560978
157,"beta[1,1]",-3.4953684862821
158,"beta[1,1]",3.53438717473837
159,"beta[1,1]",-4.28040616922124
160,"beta[1,1]",-3.45492033587522
161,"beta[1,1]",-5.30091367768362
162,"beta[1,1]",-3.95125346993552
163,"beta[1,1]",-3.97177014501738
164,"beta[1,1]",-3.94669330700623
165,"beta[1,1]",-2.78411542232901
166,"beta[1,1]",-2.31247414370252
167,"beta[1,1]",-3.83899261169064
168,"beta[1,1]",-2.11177637350307
169,"beta[1,1]",-0.66331884895832
170,"beta[1,1]",0.462566468523242
171,"beta[1,1]",1.27739476102794
172,"beta[1,1]",-4.6002707793399
173,"beta[1,1]",-5.07365180866695
174,"beta[1,1]",-7.41877633897044
175,"beta[1,1]",0.246701272002783
176,"beta[1,1]",-1.02923269649994
177,"beta[1,1]",-7.91827364999986
178,"beta[1,1]",-9.49377917967223
179,"beta[1,1]",-7.0804634226761
180,"beta[1,1]",-10.4293530741479
181,"beta[1,1]",-9.20275126061551
182,"beta[1,1]",-9.03934151456112
183,"beta[1,1]",1.6671531318801
184,"beta[1,1]",-1.82019873706306
185,"beta[1,1]",-1.97592053565903
186,"beta[1,1]",-1.59412606614381
187,"beta[1,1]",-5.63591637651008
188,"beta[1,1]",0.738240000951139
189,"beta[1,1]",1.83195355608072
190,"beta[1,1]",-6.66602465503491
191,"beta[1,1]",1.75604864060487
192,"beta[1,1]",0.364324873444821
193,"beta[1,1]",-0.988936865836602
194,"beta[1,1]",-2.84954449817729
195,"beta[1,1]",-0.339003423641125
196,"beta[1,1]",-1.06416053218265
197,"beta[1,1]",-5.51137786724112
198,"beta[1,1]",1.59554904103787
199,"beta[1,1]",-5.30575878707986
200,"beta[1,1]",-5.56051997894493
201,"beta[1,1]",0.214084078042638
202,"beta[1,1]",-0.748152775486538
203,"beta[1,1]",-0.644825026060554
204,"beta[1,1]",-4.91727602890962
205,"beta[1,1]",-0.208842073608932
206,"beta[1,1]",-0.734541948303045
207,"beta[1,1]",-3.18259834581343
208,"beta[1,1]",-3.42002125374894
209,"beta[1,1]",-1.50430825811484
210,"beta[1,1]",0.634650974220335
211,"beta[1,1]",2.14113019131405
212,"beta[1,1]",-1.14302240710539
213,"beta[1,1]",-0.501443809773552
214,"beta[1,1]",-3.99466393748448
215,"beta[1,1]",-3.36170372381216
216,"beta[1,1]",-1.69384800528502
217,"beta[1,1]",-2.14560796535142
218,"beta[1,1]",-2.19364479244289
219,"beta[1,1]",-1.84758688937706
220,"beta[1,1]",-1.90500014684002
221,"beta[1,1]",-2.51598356796191
222,"beta[1,1]",-1.14934671897318
223,"beta[1,1]",-1.38131587652467
224,"beta[1,1]",-1.081881225584
225,"beta[1,1]",-4.22874440866374
226,"beta[1,1]",-6.70822878690559
227,"beta[1,1]",-5.03083371835973
228,"beta[1,1]",0.236242602395718
229,"beta[1,1]",1.50526354465123
230,"beta[1,1]",2.87253267999892
231,"beta[1,1]",3.89967951425727
232,"beta[1,1]",-4.12285494281291
233,"beta[1,1]",-1.17173218541268
234,"beta[1,1]",-0.711146860854768
235,"beta[1,1]",1.12286199264256
236,"beta[1,1]",3.70094471153201
237,"beta[1,1]",3.49281457412043
238,"beta[1,1]",-2.78078885266051
239,"beta[1,1]",-3.38621412659242
240,"beta[1,1]",-2.01794847457103
241,"beta[1,1]",-1.52217168430457
242,"beta[1,1]",-0.562838855916374
243,"beta[1,1]",-4.40592598854622
244,"beta[1,1]",-4.91275894241656
245,"beta[1,1]",-2.59779720370727
246,"beta[1,1]",-0.401533720449833
247,"beta[1,1]",-2.28810449445824
248,"beta[1,1]",-2.26801592990446
249,"beta[1,1]",-2.49370374208719
250,"beta[1,1]",-3.9194612011527
251,"beta[1,1]",-0.808778357867186
252,"beta[1,1]",-0.553511333221469
253,"beta[1,1]",-6.08071939930507
254,"beta[1,1]",-6.9376410703158
255,"beta[1,1]",-2.91232406479888
256,"beta[1,1]",-4.39994316762634
257,"beta[1,1]",-5.51846456162732
258,"beta[1,1]",-4.87935829018318
259,"beta[1,1]",-0.986613945590086
260,"beta[1,1]",-0.146369772725187
261,"beta[1,1]",-2.44954935538283
262,"beta[1,1]",-3.94225031728633
263,"beta[1,1]",-0.564805279195463
264,"beta[1,1]",-0.295028104368522
265,"beta[1,1]",0.557298237968331
266,"beta[1,1]",0.578244133403946
267,"beta[1,1]",-5.83482015541632
268,"beta[1,1]",-2.10487262564251
269,"beta[1,1]",-2.02148122530344
270,"beta[1,1]",-3.38399915624271
271,"beta[1,1]",-4.41820218147231
272,"beta[1,1]",-3.02981474023878
273,"beta[1,1]",-0.234096386798941
274,"beta[1,1]",-1.25750127611559
275,"beta[1,1]",-1.35137766693966
276,"beta[1,1]",-3.58497456112691
277,"beta[1,1]",-2.90783170553609
278,"beta[1,1]",1.34161455347551
279,"beta[1,1]",-0.244202999274876
280,"beta[1,1]",1.57595084425326
281,"beta[1,1]",-0.983250771968069
282,"beta[1,1]",1.85926480077956
283,"beta[1,1]",-2.88210896549396
284,"beta[1,1]",-3.00711101452979
285,"beta[1,1]",-0.322033083373974
286,"beta[1,1]",4.95073150234741
287,"beta[1,1]",-3.86597761491335
288,"beta[1,1]",-2.65861662163069
289,"beta[1,1]",-3.48964800223882
290,"beta[1,1]",1.04768449636002
291,"beta[1,1]",-0.478792680686631
292,"beta[1,1]",1.48945067441993
293,"beta[1,1]",-3.16752101130673
294,"beta[1,1]",2.30641931266846
295,"beta[1,1]",2.85274569129593
296,"beta[1,1]",6.10446332012364
297,"beta[1,1]",-6.40842040648487
298,"beta[1,1]",-6.11551933042283
299,"beta[1,1]",-1.64850684925563
300,"beta[1,1]",-1.1531289342309
301,"beta[1,1]",-2.27218931607145
302,"beta[1,1]",-2.46666789430648
303,"beta[1,1]",-2.59976015292508
304,"beta[1,1]",1.89813397016679
305,"beta[1,1]",1.39998867873835
306,"beta[1,1]",-2.87109491895218
307,"beta[1,1]",-0.217414262702111
308,"beta[1,1]",-0.385636589858233
309,"beta[1,1]",-5.82657326803826
310,"beta[1,1]",-3.51766269106029
311,"beta[1,1]",1.04690357874075
312,"beta[1,1]",0.893966586720345
313,"beta[1,1]",0.431550808558834
314,"beta[1,1]",-6.5383542705491
315,"beta[1,1]",-4.36965125922257
316,"beta[1,1]",-0.618040615675007
317,"beta[1,1]",-3.09326896546257
318,"beta[1,1]",-2.93213873720266
319,"beta[1,1]",-4.09498360742621
320,"beta[1,1]",-2.87873414040536
321,"beta[1,1]",-0.841176990672912
322,"beta[1,1]",-1.48731810792829
323,"beta[1,1]",-2.49446436834694
324,"beta[1,1]",1.61952291316673
325,"beta[1,1]",-5.14386335545143
326,"beta[1,1]",-3.69428408971171
327,"beta[1,1]",-2.45168133404142
328,"beta[1,1]",-2.31104413150354
329,"beta[1,1]",-3.97751414823173
330,"beta[1,1]",-4.6666729111928
331,"beta[1,1]",-3.18846857965862
332,"beta[1,1]",-3.82791225420678
333,"beta[1,1]",-0.208615330650178
334,"beta[1,1]",-1.36754587214238
335,"beta[1,1]",-7.40274387788649
336,"beta[1,1]",0.844519818974974
337,"beta[1,1]",-4.1045950828972
338,"beta[1,1]",-3.42588899523193
339,"beta[1,1]",-5.05459468256082
340,"beta[1,1]",-4.84395992599077
341,"beta[1,1]",2.38924937741264
342,"beta[1,1]",1.99633919935343
343,"beta[1,1]",1.5280828519682
344,"beta[1,1]",2.43458349391855
345,"beta[1,1]",2.50735200986955
346,"beta[1,1]",0.988308304792209
347,"beta[1,1]",-2.02788521279671
348,"beta[1,1]",-6.24780842562494
349,"beta[1,1]",-6.31678898560051
350,"beta[1,1]",3.28524293621619
351,"beta[1,1]",1.86298469228645
352,"beta[1,1]",-4.26464602474118
353,"beta[1,1]",-2.19858500310695
354,"beta[1,1]",-1.20518437427995
355,"beta[1,1]",-1.83304259701744
356,"beta[1,1]",-0.661060934039141
357,"beta[1,1]",-2.85060786316679
358,"beta[1,1]",-3.8451599853623
359,"beta[1,1]",-2.02660295543727
360,"beta[1,1]",-1.91546205143697
361,"beta[1,1]",1.98718614769771
362,"beta[1,1]",2.82739960553473
363,"beta[1,1]",-2.35574045119511
364,"beta[1,1]",-7.18551310571581
365,"beta[1,1]",-3.8575981402774
366,"beta[1,1]",0.194249394644505
367,"beta[1,1]",-3.67318409467563
368,"beta[1,1]",4.7236907671677
369,"beta[1,1]",4.55622914559844
370,"beta[1,1]",0.675971035223458
371,"beta[1,1]",0.528072875502095
372,"beta[1,1]",-5.32824649956842
373,"beta[1,1]",-0.0595400424619576
374,"beta[1,1]",-0.843426389995923
375,"beta[1,1]",0.372956640698898
376,"beta[1,1]",-3.01097764221769
377,"beta[1,1]",0.649807062985494
378,"beta[1,1]",-4.1206270045885
379,"beta[1,1]",1.10127399694081
380,"beta[1,1]",0.0288003236338025
381,"beta[1,1]",-9.29596546680494
382,"beta[1,1]",-2.43731043603955
383,"beta[1,1]",-4.83696671660625
384,"beta[1,1]",-6.33904818562524
385,"beta[1,1]",-7.07880099692224
386,"beta[1,1]",1.67412458102843
387,"beta[1,1]",2.38888748157222
388,"beta[1,1]",-5.65353845974133
389,"beta[1,1]",0.437811189708094
390,"beta[1,1]",-1.04989553118348
391,"beta[1,1]",-0.843997177002437
392,"beta[1,1]",-1.34585193001602
393,"beta[1,1]",-4.4388310895416
394,"beta[1,1]",-1.62078429076152
395,"beta[1,1]",2.8210629567277
396,"beta[1,1]",-6.46312151698029
397,"beta[1,1]",-7.825619877929
398,"beta[1,1]",2.64558955948111
399,"beta[1,1]",1.95792225380696
400,"beta[1,1]",2.0435593541643
401,"beta[1,1]",-2.98879016021513
402,"beta[1,1]",-3.31050149895622
403,"beta[1,1]",2.5060060832833
404,"beta[1,1]",0.947577159770073
405,"beta[1,1]",-4.39612100164998
406,"beta[1,1]",0.701806196387668
407,"beta[1,1]",-2.20507772835942
408,"beta[1,1]",-2.78079560277157
409,"beta[1,1]",0.412605360122344
410,"beta[1,1]",-2.26636969314881
411,"beta[1,1]",1.08479912192075
412,"beta[1,1]",-4.96448233189248
413,"beta[1,1]",-4.76934701926916
414,"beta[1,1]",-4.5402889024083
415,"beta[1,1]",2.17546446961124
416,"beta[1,1]",-4.62575214226294
417,"beta[1,1]",-2.25490835376151
418,"beta[1,1]",-0.0244633636004775
419,"beta[1,1]",-2.47601172210379
420,"beta[1,1]",-3.23985262558709
421,"beta[1,1]",-3.93779123534002
422,"beta[1,1]",-1.14001027388459
423,"beta[1,1]",-0.574433101567246
424,"beta[1,1]",-0.72074204615982
425,"beta[1,1]",-2.12525647463581
426,"beta[1,1]",1.76053286625569
427,"beta[1,1]",-1.76112474276019
428,"beta[1,1]",-3.09311146047139
429,"beta[1,1]",0.394496018030156
430,"beta[1,1]",-3.57621615517985
431,"beta[1,1]",-2.17649935662448
432,"beta[1,1]",0.280452249468724
433,"beta[1,1]",-2.79266152050215
434,"beta[1,1]",2.67364425872908
435,"beta[1,1]",-6.60330490809328
436,"beta[1,1]",-0.439414064312957
437,"beta[1,1]",-0.972496460070266
438,"beta[1,1]",-0.954339316625413
439,"beta[1,1]",-3.48201702849665
440,"beta[1,1]",0.549570304163916
441,"beta[1,1]",-5.36686828070259
442,"beta[1,1]",2.72436439053273
443,"beta[1,1]",-1.97901648980786
444,"beta[1,1]",-4.22136708877137
445,"beta[1,1]",-3.06141978587034
446,"beta[1,1]",-0.129722373757597
447,"beta[1,1]",0.828229458269781
448,"beta[1,1]",-2.20143147154887
449,"beta[1,1]",-6.37150176628175
450,"beta[1,1]",2.99268537211321
451,"beta[1,1]",-3.10439628070076
452,"beta[1,1]",-2.47604848160618
453,"beta[1,1]",1.30976146304706
454,"beta[1,1]",-0.296495127092784
455,"beta[1,1]",-6.9598199809963
456,"beta[1,1]",-3.11683897310502
457,"beta[1,1]",-4.26870316228385
458,"beta[1,1]",-4.26488025779505
459,"beta[1,1]",0.52019719174964
460,"beta[1,1]",0.772779137546409
461,"beta[1,1]",0.018197645335504
462,"beta[1,1]",-2.35721817392753
463,"beta[1,1]",-2.89973547405518
464,"beta[1,1]",-5.68030735467564
465,"beta[1,1]",-1.08121803664874
466,"beta[1,1]",-1.14110475445499
467,"beta[1,1]",-0.406410672338443
468,"beta[1,1]",0.775638030120726
469,"beta[1,1]",-0.699310467213844
470,"beta[1,1]",-1.18419913326181
471,"beta[1,1]",-4.81848187813175
472,"beta[1,1]",-1.86334827323163
473,"beta[1,1]",-3.57421189706795
474,"beta[1,1]",0.153853107541737
475,"beta[1,1]",1.06752213717144
476,"beta[1,1]",-0.870242288784105
477,"beta[1,1]",-6.13493037908033
478,"beta[1,1]",-1.69959258425677
479,"beta[1,1]",-0.569634381360926
480,"beta[1,1]",-2.08088943156834
481,"beta[1,1]",-3.00187283421174
482,"beta[1,1]",-5.73282098666841
483,"beta[1,1]",-0.771672125407452
484,"beta[1,1]",-4.68128686192382
485,"beta[1,1]",-4.05076721926851
486,"beta[1,1]",-2.20889220943329
487,"beta[1,1]",-4.73709409624994
488,"beta[1,1]",1.90936984835111
489,"beta[1,1]",-5.89696943275761
490,"beta[1,1]",0.0782498290064431
491,"beta[1,1]",-2.58864057182725
492,"beta[1,1]",4.00779317233618
493,"beta[1,1]",-1.37077828534526
494,"beta[1,1]",-1.36371820613051
495,"beta[1,1]",-3.63080176779004
496,"beta[1,1]",0.122230786010508
497,"beta[1,1]",0.694656228445485
498,"beta[1,1]",-4.8642034906619
499,"beta[1,1]",-0.571636990421938
500,"beta[1,1]",-5.59352765901861
501,"beta[1,1]",-5.04755104914572
502,"beta[1,1]",-5.34788649998335
503,"beta[1,1]",0.120180401650073
504,"beta[1,1]",-0.331739135009962
505,"beta[1,1]",-6.14752228390256
506,"beta[1,1]",-4.09496262645381
507,"beta[1,1]",-3.53271428795542
508,"beta[1,1]",-2.9751169944463
509,"beta[1,1]",0.54592739043073
510,"beta[1,1]",-2.00440096703762
511,"beta[1,1]",1.81272055950721
512,"beta[1,1]",-1.233888328964
513,"beta[1,1]",0.670527126532169
514,"beta[1,1]",0.294101287178139
515,"beta[1,1]",0.812967438767121
516,"beta[1,1]",-2.38160667318673
517,"beta[1,1]",1.75267658551416
518,"beta[1,1]",-3.35734240796752
519,"beta[1,1]",1.57604136557367
520,"beta[1,1]",-4.59059105703125
521,"beta[1,1]",-4.7380178286122
522,"beta[1,1]",-0.613984893952474
523,"beta[1,1]",-5.21533187654147
524,"beta[1,1]",-1.05724018051995
525,"beta[1,1]",-5.19215008054381
526,"beta[1,1]",-4.07468731939215
527,"beta[1,1]",-1.01962722264517
528,"beta[1,1]",-1.29808778162422
529,"beta[1,1]",-3.78631206356318
530,"beta[1,1]",-4.44505227066001
531,"beta[1,1]",1.11497878612255
532,"beta[1,1]",0.918988202150706
533,"beta[1,1]",-4.20337530217018
534,"beta[1,1]",-4.25578463060321
535,"beta[1,1]",1.33220669531369
536,"beta[1,1]",0.6583289553087
537,"beta[1,1]",-1.18111147667932
538,"beta[1,1]",-1.36212880522202
539,"beta[1,1]",0.4134395571395
540,"beta[1,1]",2.24730325154859
541,"beta[1,1]",-2.65283031817483
542,"beta[1,1]",-1.18269093409152
543,"beta[1,1]",-0.571125111858376
544,"beta[1,1]",0.634018106306373
545,"beta[1,1]",1.75091851547066
546,"beta[1,1]",-4.00999353591381
547,"beta[1,1]",-2.92074960429137
548,"beta[1,1]",3.91940512463622
549,"beta[1,1]",0.135551753317054
550,"beta[1,1]",-0.627528076527773
551,"beta[1,1]",-3.18964851240967
552,"beta[1,1]",-3.36827734651469
553,"beta[1,1]",-0.918717387860111
554,"beta[1,1]",-1.42364036675343
555,"beta[1,1]",-6.24297470004622
556,"beta[1,1]",2.30611988324128
557,"beta[1,1]",1.83661395721834
558,"beta[1,1]",0.664879698679857
559,"beta[1,1]",-4.71561205400701
560,"beta[1,1]",0.166421511161696
561,"beta[1,1]",-3.65131171239808
562,"beta[1,1]",-3.20380345194441
563,"beta[1,1]",-2.16038932685319
564,"beta[1,1]",-0.37004604781841
565,"beta[1,1]",0.701862949680814
566,"beta[1,1]",-3.76486932915181
567,"beta[1,1]",-6.93734062487899
568,"beta[1,1]",-2.84433530913406
569,"beta[1,1]",-2.57863615121687
570,"beta[1,1]",-1.69774426972685
571,"beta[1,1]",-3.10447066088082
572,"beta[1,1]",-3.13737738313222
573,"beta[1,1]",-3.27622460651555
574,"beta[1,1]",-2.42269482599335
575,"beta[1,1]",-3.49103933320077
576,"beta[1,1]",-2.02560351480434
577,"beta[1,1]",-4.32110346560404
578,"beta[1,1]",2.00818252145604
579,"beta[1,1]",-4.73307596879867
580,"beta[1,1]",1.15424423515583
581,"beta[1,1]",0.860769855523972
582,"beta[1,1]",0.107505492418911
583,"beta[1,1]",1.04275690003488
584,"beta[1,1]",1.46961925625968
585,"beta[1,1]",2.22445948915332
586,"beta[1,1]",2.01556150575978
587,"beta[1,1]",-0.290087627291951
588,"beta[1,1]",-4.84889634724058
589,"beta[1,1]",1.67451781979051
590,"beta[1,1]",-2.60197297452897
591,"beta[1,1]",-5.2011564726389
592,"beta[1,1]",-4.00702634548377
593,"beta[1,1]",0.779897992477358
594,"beta[1,1]",-0.0440075689420485
595,"beta[1,1]",-0.107576504793471
596,"beta[1,1]",-0.105470374921863
597,"beta[1,1]",1.70224349912445
598,"beta[1,1]",0.391732082626136
599,"beta[1,1]",-0.639216527423691
600,"beta[1,1]",-1.48847343513815
601,"beta[1,1]",-5.52419760698047
602,"beta[1,1]",-1.93637365153418
603,"beta[1,1]",-4.34166324557988
604,"beta[1,1]",-3.41513846693905
605,"beta[1,1]",-3.71640311139599
606,"beta[1,1]",2.99762444742643
607,"beta[1,1]",-6.81215798278103
608,"beta[1,1]",-4.57937969556632
609,"beta[1,1]",3.31890515875761
610,"beta[1,1]",-7.56966694730931
611,"beta[1,1]",4.91822514932307
612,"beta[1,1]",4.39339176405572
613,"beta[1,1]",4.40504160620946
614,"beta[1,1]",4.50873235893143
615,"beta[1,1]",-5.92283783572487
616,"beta[1,1]",-4.78814068132885
617,"beta[1,1]",3.44331784177297
618,"beta[1,1]",-1.14043138042399
619,"beta[1,1]",1.87359480573386
620,"beta[1,1]",-1.91176272184508
621,"beta[1,1]",-0.967078142385554
622,"beta[1,1]",-2.93831526267563
623,"beta[1,1]",-10.7482521557948
624,"beta[1,1]",-2.63826260104538
625,"beta[1,1]",-2.38577987427046
626,"beta[1,1]",-2.707130761383
627,"beta[1,1]",0.0748610802217529
628,"beta[1,1]",1.86528617512112
629,"beta[1,1]",-4.85913536653263
630,"beta[1,1]",-7.18261610846868
631,"beta[1,1]",-1.75849033554465
632,"beta[1,1]",-5.84463955117377
633,"beta[1,1]",-1.95447461528454
634,"beta[1,1]",-0.463428975908722
635,"beta[1,1]",2.16927813102469
636,"beta[1,1]",2.16929823356501
637,"beta[1,1]",-5.31270586705096
638,"beta[1,1]",-3.85226738799159
639,"beta[1,1]",-3.8298776154204
640,"beta[1,1]",-6.12964586743729
641,"beta[1,1]",3.08915499450999
642,"beta[1,1]",-0.471656062881128
643,"beta[1,1]",-3.57800186626962
644,"beta[1,1]",-3.27092778813027
645,"beta[1,1]",-2.24985490149304
646,"beta[1,1]",3.25879504144402
647,"beta[1,1]",1.0601574109181
648,"beta[1,1]",-3.98031514997696
649,"beta[1,1]",-1.15298785242436
650,"beta[1,1]",-0.047810334428712
651,"beta[1,1]",0.488001303401344
652,"beta[1,1]",3.1561001531065
653,"beta[1,1]",-5.94913098322029
654,"beta[1,1]",-3.96479502743869
655,"beta[1,1]",-3.95047364612199
656,"beta[1,1]",-5.40344384181244
657,"beta[1,1]",-6.05197920406851
658,"beta[1,1]",-2.50157767849751
659,"beta[1,1]",-2.43371244005523
660,"beta[1,1]",0.326743438140976
661,"beta[1,1]",-2.20967688285341
662,"beta[1,1]",-2.53583020372533
663,"beta[1,1]",-1.0673555597056
664,"beta[1,1]",-1.44746108067191
665,"beta[1,1]",-3.09438019328624
666,"beta[1,1]",1.26685492945439
667,"beta[1,1]",-1.90657950325286
668,"beta[1,1]",0.0603746221009376
669,"beta[1,1]",1.62870346368412
670,"beta[1,1]",-4.57866476535102
